"","ISO","lang.family","lang.genus","native.country","native.country.area","language","lat","lon","mean.temp","sum.precip","sd.temp","growing.season","pop_log","morphological.complexity","complexity.bias","p.complexity.bias","mono.complexity.bias","open.complexity.bias","scaled.LDT.ZM","scaled.LDT.H","scaled.LDT.TTR","stock","region","mean.length","mean.dependency.length","information.density","syllable.rate","information.rate","mean.aoa","normalized.vowel.diversity","normalized.consonant.diversity","normalized.tone.diversity","normalized.phoneme.diversity","distance.from.origin","area_log","perimeter_log","n.neighbors_log","sd.precip_log","ratio.L2.L1_log","n.L1.speakers_log","n.L2.speakers_log","n.phonemes_log","n.consonants_log","n.vowels_log","n.sonorants_log","n.obstruents_log","n.monophthongs_log","n.qual.monophthongs_log","n.tones_log"
"340","cul","Arauan","Arauan","Peru","South America","culina",-6,-70.5,NA,NA,NA,NA,3.11494,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.27272727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1316736676114,14.2329477142534,2.35137525716348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","kpc","Arawakan","Arawakan","Colombia","South America","curripaco",2.5,-68.5,NA,NA,NA,NA,3.57043,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6198567767895,13.6643224852794,2.6149597780362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","kwa","Vaupés-Japurá","Vaupés-Japurá","Brazil","South America","daw",-0.25,-67.08,25.4083,236.208,42.993,12,1.91908,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.58064516129032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.97497065415799,11.5058706380965,NA,-0.691748159646238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","dny","Arauan","Arauan","Brazil","South America","deni",-6,-67,NA,NA,NA,NA,2.87506,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.38461538461539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4903219187604,13.1998057841469,1.38629436111989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","des","Tucanoan","Tucanoan","Colombia","South America","desano",0.83,-69.83,25.0083,293,85.698,12,3.24551,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5958904109589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7435989376715,12.2512897673128,2.67414864942653,-0.763569644856491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","fun","Macro-Ge","Yatê","Brazil","South America","fulnio",-8,-37.5,22.83,55.125,48.972,5.4,3.44529,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,NA,NA,NA,NA,NA,1.3900889,0.12048546,0.54663194,0.685735432,27414.04,10.1235864736641,11.9082190177569,NA,0.55043087835835,NA,NA,NA,3.40119738166216,2.89037175789616,2.484906649788,2.07944154167984,2.30258509299405,2.484906649788,1.94591014905531,NA
"346","gvo","Tupian","Monde","Brazil","South America","gaviao",-10.67,-62,24.5083,180.833,129.138,9,2.67394,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.51612903225806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5869257805337,11.6346562535414,0,-0.546280104750393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","gub","Tupian","Tupi-Guaraní","Brazil","South America","guajajara",-5,-46,NA,NA,NA,NA,4.17609,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.44736842105263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5240601426382,14.0619525797725,1.6094379124341,NA,NA,NA,NA,3.04452243772342,2.63905732961526,1.94591014905531,1.79175946922805,2.07944154167984,1.94591014905531,1.94591014905531,NA
"348","gvc","Tucanoan","Tucanoan","Colombia","South America","guanano",0.83,-69.5,NA,NA,NA,NA,3,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.72972972972973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0857882757797,12.3624629583632,2.19722457733622,NA,NA,NA,NA,3.17805383034795,2.77258872223978,1.79175946922805,1.09861228866811,2.56494935746154,1.79175946922805,1.79175946922805,0.693147180559945
"349","gta","Macro-Ge","Guató","Brazil","South America","guato",-17,-58,NA,NA,NA,NA,1.69897,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.34210526315789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2792148423803,12.5817758974494,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","hix","Cariban","Cariban","Brazil","South America","hixkaryana",-1,-59,NA,NA,NA,NA,2.77815,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.82051282051282,NA,NA,NA,NA,NA,-0.4846364,-0.7169629,-0.7687792,-0.656792827,24920.96,12.2920347221967,12.8018054339831,0,NA,NA,NA,NA,3.13549421592915,2.89037175789616,1.6094379124341,1.94591014905531,2.39789527279837,1.6094379124341,1.6094379124341,NA
"351","jup","Vaupés-Japurá","Vaupés-Japurá","Colombia","South America","hup",0.17,-69.25,24.9917,302.917,69.496,12,3.1329,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9912539298402,11.0594091695819,2.07944154167984,-0.840256045598157,NA,NA,NA,3.36729582998647,2.99573227355399,2.19722457733622,1.38629436111989,2.77258872223978,2.19722457733622,2.19722457733622,NA
"352","gle","Indo-European","Celtic","Ireland","Europe","irish",53,-8,9.1917,67.083,10.867,9,5.55023,17,0.335563188,0.219974001,0.27210317,0.296694306,-0.207641054,0.025360384,-0.184884352,"Indo-European","Europe",4.3375,18.7,NA,NA,NA,4.29298657718121,-0.4846364,1.79538213,-0.7687792,0.180655509,8498.085,11.4124308692764,12.6849183184383,0.916290731874155,1.34189827881706,-1.04689905226855,14.3203925533138,13.2734934999381,4.21950770517611,3.78418963391826,3.17805383034795,3.04452243772342,3.13549421592915,3.17805383034795,2.19722457733622,NA
"353","irn","Arawakan","Arawakan","Brazil","South America","iranxe",-13,-58,NA,NA,NA,NA,2.28103,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.01515151515152,NA,NA,NA,NA,NA,-0.4846364,0.12048546,-0.7687792,-0.377643382,25814.99,11.6319610491934,12.7458384336188,NA,NA,NA,NA,NA,3.66356164612965,3.04452243772342,2.89037175789616,2.39789527279837,2.30258509299405,2.484906649788,1.79175946922805,NA
"354","jbt","Jabutí","Jabutí","Brazil","South America","jabuti",-12.25,-62.25,NA,NA,NA,NA,1.69897,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33663008763715,11.0743119697626,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","jur","Tupian","Tupi-Guaraní","Brazil","South America","juruna",-5,-54.5,NA,NA,NA,NA,2.25768,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.07692307692308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.70357212734113,11.7309197817018,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","kpj","Macro-Ge","Karajá","Brazil","South America","karaja",-10,-50.33,NA,NA,NA,NA,3.23045,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.42105263157895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.343187440785,13.4567935303913,0.693147180559945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","arr","Tupian","Tupi-Guaraní","Brazil","South America","karoarara",-10.33,-62,NA,NA,NA,NA,2.17609,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.55172413793103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9954442025207,12.8438894462598,0,NA,NA,NA,NA,3.29583686600433,2.63905732961526,2.39789527279837,1.79175946922805,2.07944154167984,2.39789527279837,1.94591014905531,0.693147180559945
"358","kuq","Panoan","Panoan","Brazil","South America","karipunadoguapore",-10,-65,NA,NA,NA,NA,1.69897,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8049476074177,13.249589684688,1.09861228866811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","kbc","Guaicuruan","Guaicuruan","Brazil","South America","kadiweu",-20,-57,NA,NA,NA,NA,3.07918,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8974358974359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4700665954998,13.3219877074352,1.09861228866811,NA,NA,NA,NA,3.43398720448515,3.13549421592915,2.07944154167984,2.30258509299405,2.56494935746154,2.07944154167984,1.38629436111989,NA
"360","kay","Tupian","Tupi-Guaraní","Brazil","South America","kamaiura",-12,-52.67,NA,NA,NA,NA,2.4456,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.55263157894737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.09504174761272,11.4385143699563,1.38629436111989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","ktn","Tupian","Arikem","Brazil","South America","karitiana",-9.5,-64,NA,NA,NA,NA,2.30103,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.67567567567568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2795581782348,11.940119448542,NA,NA,NA,NA,NA,3.2188758248682,2.39789527279837,2.63905732961526,1.79175946922805,1.6094379124341,2.63905732961526,1.6094379124341,NA
"362","kgp","Macro-Ge","Ge-Kaingang","Brazil","South America","kaingang",-26,-52,16.5542,134.958,26.096,12,4.25527,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25,NA,NA,NA,NA,NA,1.3900889,-1.5544112,-0.7687792,-0.311033824,27315.15,16.0359950689798,14.9132738196443,1.94591014905531,1.18056087131528,NA,NA,NA,3.29583686600433,2.56494935746154,2.63905732961526,1.94591014905531,1.79175946922805,2.63905732961526,2.19722457733622,NA
"363","kzw","Macro-Ge","Kariri","Brazil","South America","kipea",-10,-37,24.9256,66.455,43.324,5.9231,1.69897,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.64705882352941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.572842217516296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","txu","Macro-Ge","Ge-Kaingang","Brazil","South America","kayapo",-9,-52,NA,NA,NA,NA,3.60206,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.42857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9766083242176,14.4516836018218,1.6094379124341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","bzs","Sign Languages","","Brazil","South America","linguadesinaisbrasileira",-15,-48,NA,NA,NA,NA,1.699,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","mbc","Cariban","Cariban","Venezuela","South America","macushi",4,-60,27.875,136.417,135.432,6,4.39094,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75342465753425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8827008018639,12.764798513795,1.38629436111989,-0.214555534127676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","mbl","Macro-Ge","Maxakalí","Brazil","South America","maxakali",-18,-40,NA,NA,NA,NA,2.86213,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.66216216216216,NA,NA,NA,NA,NA,-0.4846364,-1.5544112,-0.7687792,-0.935942272,27667.17,10.5618621124948,12.28622765459,NA,NA,NA,NA,NA,2.99573227355399,2.30258509299405,2.30258509299405,1.38629436111989,1.79175946922805,2.30258509299405,1.6094379124341,NA
"368","myy","Tucanoan","Tucanoan","Colombia","South America","macuna",-0.33,-70.17,25.0083,293,85.698,12,2.74036,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1767041968538,12.6933880573945,2.60268968544438,-0.763569644856491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","mpq","Panoan","Panoan","Brazil","South America","matis",-4.42,-70.25,25.8333,254.5,73.395,12,2.07918,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.26315789473684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.86078622346587,9.77069874127266,0.693147180559945,-0.935983365219891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","myu","Tupian","Munduruku","Brazil","South America","munduruku",-7,-58,26.0333,213.917,140.532,9,3.8451,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.51351351351351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2790052834321,14.2438474349407,0.693147180559945,-1.10503285647103,NA,NA,NA,3.66356164612965,2.83321334405622,2.99573227355399,1.79175946922805,2.39789527279837,2.99573227355399,2.30258509299405,0.693147180559945
"371","mcf","Panoan","Panoan","Peru","South America","matses",-5.42,-73.25,25.5,167.333,51.627,12,3.47712,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7620008554906,12.536745957987,1.09861228866811,-0.857314526773858,NA,NA,NA,3.04452243772342,2.70805020110221,1.79175946922805,1.38629436111989,2.39789527279837,1.79175946922805,1.79175946922805,NA
"372","mbj","Vaupés-Japurá","Vaupés-Japurá","Brazil","South America","nadeb",-1,-66.5,NA,NA,NA,NA,2.47712,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.59375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6785839608676,13.0040369441342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","nab","Nambikuaran","Nambikuaran","Brazil","South America","nambikuara",-13,-59,NA,NA,NA,NA,3.0607,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.15384615384615,NA,NA,NA,NA,NA,-0.4846364,0.9579338,1.86204304,0.778446796,25741.21,14.5736431910231,13.5850616373002,0.693147180559945,NA,NA,NA,NA,3.76120011569356,3.2188758248682,2.89037175789616,2.30258509299405,2.70805020110221,2.89037175789616,2.30258509299405,NA
"374","omg","Tupian","Tupi-Guaraní","Peru","South America","omagua",-4,-73.5,26.3903,229.472,47.837,12,1.69897,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3083358037605,11.6860464930724,0.916290731874155,-0.75821917730366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","pad","Arauan","Arauan","Brazil","South America","paumari",-6,-64,NA,NA,NA,NA,2.8451,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.22368421052632,NA,NA,NA,NA,NA,-1.2345266,0.12048546,-0.7687792,-0.627606761,24798.66,13.4664791845128,13.6685789246709,1.94591014905531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","aoc","Cariban","Cariban","Venezuela","South America","pemon",5.33,-62,23.0292,193.167,119.438,10.5,3.78916,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.65637254901961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3903112316477,13.1725791915184,1.84582669049833,-0.912796842619899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","plu","Arawakan","Arawakan","Brazil","South America","palikur",3,-51,NA,NA,NA,NA,3.11394,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.29411764705882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6675474272103,11.8456872549618,1.09861228866811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","pab","Arawakan","Arawakan","Brazil","South America","parecis",-14,-57,NA,NA,NA,NA,3.07918,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.55263157894737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.658221458446,12.8208473894037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","myp","Mura","Mura","Brazil","South America","piraha",-7,-62,NA,NA,NA,NA,2.17609,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.88571428571429,NA,NA,NA,NA,NA,-1.2345266,-0.7169629,0.54663194,-0.46828584,25033.52,10.7675371725646,12.3683402934594,0.693147180559945,NA,NA,NA,NA,2.39789527279837,2.07944154167984,1.09861228866811,0.693147180559945,1.79175946922805,1.09861228866811,1.09861228866811,NA
"380","pir","Tucanoan","Tucanoan","Colombia","South America","piratapuyo",0.33,-69.5,24.9917,302.917,69.496,12,3.02857,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.82432432432432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.25311246382005,11.4613005366509,1.50407739677627,-0.840256045598157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","rkb","Macro-Ge","Rikbaktsa","Brazil","South America",NA,-11.83,-57.5,NA,NA,NA,NA,2.90309,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.88709677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0454626052342,12.3714430058324,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","mcd","Panoan","Panoan","Peru","South America",NA,-11,-70,24.9208,144.958,76.517,11,2.97772,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.77142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.0267177413408,13.7675275679421,2.67414864942653,0.0488853977298107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","xsu","Yanomam","Yanomam","Venezuela","South America",NA,4.5,-64.67,26.6,247.167,138.137,12,3.70535,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.46621621621622,NA,NA,NA,NA,NA,1.3900889,-1.5544112,-0.7687792,-0.311033824,24109.59,13.5377326106777,13.0094298140264,1.6094379124341,-0.602027587192462,NA,NA,NA,3.17805383034795,2.39789527279837,2.56494935746154,1.38629436111989,1.94591014905531,2.56494935746154,1.94591014905531,NA
"384","sri","Tucanoan","Tucanoan","Colombia","South America",NA,0.75,-70.17,NA,NA,NA,NA,2.54033,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.43939393939394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.73059143638933,12.0632063897562,1.87180217690159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","tae","Arawakan","Arawakan","Brazil","South America",NA,1,-69.17,24.9917,302.917,69.496,12,2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.03424657534247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0472848202839,12.1172550929324,1.38629436111989,-0.840256045598157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","tri","Cariban","Cariban","Suriname","South America",NA,3.25,-55.75,26.20835,156.875,102.771,10.5,3.06108,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.69230769230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.90760406804797,12.1680877684169,0.693147180559945,-0.408118625573728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","ter","Arawakan","Arawakan","Brazil","South America",NA,-20,-56,24.0417,122.333,65.139,11,4.17609,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4765074111804,13.9825957959883,1.79175946922805,0.917170344901163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","tpy","Trumai","Trumai","Brazil","South America",NA,-12,-53,24.8917,204.583,164.972,8,1.89209,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.05172413793103,NA,NA,NA,NA,NA,-0.4846364,0.12048546,-0.7687792,-0.377643382,26087.73,12.2031834758961,12.7856002984926,1.94591014905531,-0.0954101848046582,NA,NA,NA,3.17805383034795,2.89037175789616,1.79175946922805,1.79175946922805,2.484906649788,1.79175946922805,1.79175946922805,NA
"389","tuo","Tucanoan","Tucanoan","Colombia","South America",NA,0.5,-69.17,24.9917,302.917,69.496,12,3.66567,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.66891891891892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1686363979954,12.5691502983124,2.60268968544438,-0.840256045598157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","tue","Tucanoan","Tucanoan","Colombia","South America",NA,0.5,-70.08,NA,NA,NA,NA,2.91116,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.10810810810811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.62681135926088,11.9630420258547,2.07944154167984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","wap","Arawakan","Arawakan","Guyana","South America",NA,2.67,-60,27.875,136.417,135.432,6,3.87506,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4016393442623,NA,NA,NA,NA,NA,-1.2345266,-0.7169629,-0.7687792,-0.906756206,24664.26,14.1656683614017,13.6831989924766,1.70474809223843,-0.214555534127676,NA,NA,NA,3.36729582998647,2.83321334405622,2.484906649788,1.38629436111989,2.56494935746154,2.484906649788,1.38629436111989,NA
"392","gae","Arawakan","Arawakan","Venezuela","South America",NA,1.5,-67.5,27.125,293.292,72.963,12,2.84819,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.9848562072941,12.9922091329329,2.07944154167984,-0.626423548517037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","way","Cariban","Cariban","Suriname","South America",NA,3.25,-54.17,NA,NA,NA,NA,2.87332,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.40789473684211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3309278556996,12.8999387342804,0.510825623765993,NA,NA,NA,NA,2.77258872223978,2.19722457733622,1.94591014905531,1.6094379124341,1.38629436111989,1.94591014905531,1.94591014905531,NA
"394","xav","Macro-Ge","Ge-Kaingang","Brazil","South America",NA,-15,-52.5,NA,NA,NA,NA,4,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.28648648648649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3542695354478,13.7412039506993,1.79175946922805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","xok","Macro-Ge","Ge-Kaingang","Brazil","South America",NA,-24.5,-50,17.9417,117.722,38.069,12,2.39794,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.96666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9334003960563,11.7181819930467,0.693147180559945,1.05511310255526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","yui","Tucanoan","Tucanoan","Colombia","South America",NA,1,-70.42,25.0083,293,85.698,12,2.54407,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.56036323983454,11.3526393350369,1.38629436111989,-0.763569644856491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","hat","Creoles and Pidgins","","Haiti","North America","haitiancreole",19,-72.5,25.5883111111111,100.086222222222,65.2758888888889,8.0143,6.86859,13,0.33031596,0.235482796,0.213983533,0.293067324,NA,NA,NA,NA,NA,3.74358974358974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8028366606694,14.6294331813499,1.09861228866811,0.250092694613846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","ggn","Sino-Tibetan","Bodic","Nepal","Asia","gurung",28.33,84.33,20.713475,217.56475,239.2985,8.11665,5.02119,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5196417389338,12.395462910039,2.83321334405622,1.56252972623266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","lep","Sino-Tibetan","Lepcha","Nepal","Asia","lepcha",27.17,88.5,7.925,73,44.835,7,4.87982,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.64864864864865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.983635984022,11.8201184555085,2.15948424935337,1.71441035280045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","lif","Sino-Tibetan","Bodic","Nepal","Asia","limbu",27.17,87.75,18.5073,148.7375,153.875,7.8196,5.55827,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4699146637354,12.5695275534813,3.29583686600433,1.45580876325276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","mgp","Sino-Tibetan","Bodic","Nepal","Asia","magar",28,83,17.9603666666667,165.316,194.313333333333,7.61603333333333,5.55154,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.17532467532468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5973898084495,13.1161098648901,3.91202300542815,1.55676823266613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","xsr","Sino-Tibetan","Bodic","Nepal","Asia",NA,27.75,86.83,10.4592,140.14175,153.07025,7.425,5.17918,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.84615384615385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1320310107963,11.8655241120883,2.484906649788,1.48572671489701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","tsj","Sino-Tibetan","Bodic","India","Asia",NA,27.83,92.17,NA,NA,NA,NA,5.15534,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.97435897435897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3734412960969,12.201766721665,2.53897387105828,NA,NA,NA,NA,3.61091791264422,3.46573590279973,1.6094379124341,2.07944154167984,3.17805383034795,1.6094379124341,1.6094379124341,NA
"404","hnh","Khoisan","Central Khoisan","Botswana","Africa","ani",-18.92,21.92,NA,NA,NA,NA,3,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4846364,-0.7169629,0.54663194,-0.218322461,2384.497,8.91004576147356,11.9423414472342,1.6094379124341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","nya","Niger-Congo","Bantoid","Zimbabwe","Africa","chichewa",-14,34,20.96194,78.5702,94.5376,5.47392,6.97079,16,NA,NA,NA,NA,-0.750920355,-0.498672096,-0.531639187,"Benue-Congo","S Africa",4.31073446327684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2724754602738,14.3537787657783,2.89037175789616,0.936618711344791,-3.11127390802781,16.0104937363527,12.8992198260901,NA,NA,NA,NA,NA,NA,NA,NA
"406","her","Niger-Congo","Bantoid","Namibia","Africa","herero",-20.58,19,19.5917,34.083,37.881,4,5.12385,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.51315789473684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9191392796469,14.4763674742344,3.06805293513362,1.21914709029685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
